court,category,count,type,region,year,female_combined,male_combined,total_combined
Алайский р/суд,military,0.0,victim,,2022,,,
Чон-Алайский р/суд,military,0.0,victim,,2022,,,
Жалал-Абадский г/суд,military,0.0,victim,,2022,,,
Сузакский р/суд,military,0.0,victim,,2022,,,
Ноокенский р/суд,military,0.0,victim,,2022,,,
Токтогульский р/суд,military,0.0,victim,,2022,,,
Базаркоргонский р/суд,military,0.0,victim,,2022,,,
Ташкумырский г/суд,military,0.0,victim,,2022,,,
Аксыйский р/суд,military,0.0,victim,,2022,,,
Майлуусуйский г/суд,military,0.0,victim,,2022,,,
Чаткальский р/суд,military,0.0,victim,,2022,,,
Кара-Кульский г/суд,military,0.0,victim,,2022,,,
Тогу-Тороузский р/суд,military,0.0,victim,,2022,,,
Ала-Букинский р/суд,military,0.0,victim,,2022,,,
Нарынский г/суд,military,0.0,victim,,2022,,,
Кочкорский р/суд,military,0.0,victim,,2022,,,
Жумгальский р/суд,military,0.0,victim,,2022,,,
Ат-Башинский р/суд,military,0.0,victim,,2022,,,
Акталинский р/суд,military,0.0,victim,,2022,,,
Нарынский р/суд,military,0.0,victim,,2022,,,
Таласский г/суд,military,0.0,victim,,2022,,,
Таласский р/суд,military,0.0,victim,,2022,,,
Бакай-Атинский р/суд,military,0.0,victim,,2022,,,
Айтматовский р/суд,military,0.0,victim,,2022,,,
Манасский р/суд,military,0.0,victim,,2022,,,
Кадамжайский р/суд,military,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,military,0.0,victim,,2022,,,
Лейлекский р/суд,military,0.0,victim,,2022,,,
Баткенский р/суд,military,0.0,victim,,2022,,,
Сулюктинский р/суд,military,0.0,victim,,2022,,,
Итого ,military,0.0,victim,,2022,,,
Свердловский р/суд,student,0.0,victim,,2022,,,
Аламудунский р/суд,student,0.0,victim,,2022,,,
Сокулукский р/суд,student,0.0,victim,,2022,,,
Жайылский р/суд,student,0.0,victim,,2022,,,
Чуйский р/суд,student,0.0,victim,,2022,,,
Московский р/суд,student,0.0,victim,,2022,,,
Иссык-Атинский р/суд,student,1.0,victim,,2022,,,
Кеминский р/суд,student,1.0,victim,,2022,,,
Панфиловский р/суд,student,0.0,victim,,2022,,,
Токмокский г/суд,student,0.0,victim,,2022,,,
Ак-Сууйский р/суд,student,0.0,victim,,2022,,,
Иссык-Кульский р/суд,student,1.0,victim,,2022,,,
Жети-Огузский р/суд,student,0.0,victim,,2022,,,
Каракольский г/суд,student,0.0,victim,,2022,,,
Балыкчинский г/суд,student,0.0,victim,,2022,,,
Тонский р/суд,student,0.0,victim,,2022,,,
Тюпский р/суд,student,0.0,victim,,2022,,,
Ошский г/суд,student,1.0,victim,,2022,,,
Кара-Сууйский р/суд,student,0.0,victim,,2022,,,
Узгенский р/суд,student,0.0,victim,,2022,,,
Ноокатский р/суд,student,0.0,victim,,2022,,,
Араванский р/суд,student,0.0,victim,,2022,,,
Алайский р/суд,student,0.0,victim,,2022,,,
Чон-Алайский р/суд,student,1.0,victim,,2022,,,
Жалал-Абадский г/суд,student,1.0,victim,,2022,,,
Сузакский р/суд,student,0.0,victim,,2022,,,
Ноокенский р/суд,student,0.0,victim,,2022,,,
Токтогульский р/суд,student,0.0,victim,,2022,,,
Базаркоргонский р/суд,student,3.0,victim,,2022,,,
Ташкумырский г/суд,student,0.0,victim,,2022,,,
Аксыйский р/суд,student,0.0,victim,,2022,,,
Майлуусуйский г/суд,student,0.0,victim,,2022,,,
Чаткальский р/суд,student,0.0,victim,,2022,,,
Кара-Кульский г/суд,student,0.0,victim,,2022,,,
Тогу-Тороузский р/суд,student,0.0,victim,,2022,,,
Ала-Букинский р/суд,student,0.0,victim,,2022,,,
Нарынский г/суд,student,2.0,victim,,2022,,,
Кочкорский р/суд,student,6.0,victim,,2022,,,
Жумгальский р/суд,student,2.0,victim,,2022,,,
Ат-Башинский р/суд,student,0.0,victim,,2022,,,
Акталинский р/суд,student,0.0,victim,,2022,,,
Нарынский р/суд,student,1.0,victim,,2022,,,
Таласский г/суд,student,1.0,victim,,2022,,,
Таласский р/суд,student,1.0,victim,,2022,,,
Бакай-Атинский р/суд,student,0.0,victim,,2022,,,
Айтматовский р/суд,student,0.0,victim,,2022,,,
Манасский р/суд,student,0.0,victim,,2022,,,
Кадамжайский р/суд,student,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,student,2.0,victim,,2022,,,
Лейлекский р/суд,student,0.0,victim,,2022,,,
Баткенский р/суд,student,0.0,victim,,2022,,,
Сулюктинский р/суд,student,0.0,victim,,2022,,,
Итого ,student,32.0,victim,,2022,,,
Свердловский р/суд,not_working,312.0,victim,,2022,,,
Аламудунский р/суд,not_working,25.0,victim,,2022,,,
Сокулукский р/суд,not_working,63.0,victim,,2022,,,
Жайылский р/суд,not_working,55.0,victim,,2022,,,
Чуйский р/суд,not_working,29.0,victim,,2022,,,
Московский р/суд,not_working,63.0,victim,,2022,,,
Иссык-Атинский р/суд,not_working,48.0,victim,,2022,,,
Кеминский р/суд,not_working,47.0,victim,,2022,,,
Панфиловский р/суд,not_working,40.0,victim,,2022,,,
Токмокский г/суд,not_working,14.0,victim,,2022,,,
Ак-Сууйский р/суд,not_working,24.0,victim,,2022,,,
Иссык-Кульский р/суд,not_working,98.0,victim,,2022,,,
Жети-Огузский р/суд,not_working,62.0,victim,,2022,,,
Каракольский г/суд,not_working,42.0,victim,,2022,,,
Балыкчинский г/суд,not_working,54.0,victim,,2022,,,
Тонский р/суд,not_working,39.0,victim,,2022,,,
Тюпский р/суд,not_working,75.0,victim,,2022,,,
Ошский г/суд,not_working,63.0,victim,,2022,,,
Кара-Сууйский р/суд,not_working,40.0,victim,,2022,,,
Узгенский р/суд,not_working,0.0,victim,,2022,,,
Ноокатский р/суд,not_working,38.0,victim,,2022,,,
Араванский р/суд,not_working,1.0,victim,,2022,,,
Алайский р/суд,not_working,6.0,victim,,2022,,,
Чон-Алайский р/суд,not_working,5.0,victim,,2022,,,
Жалал-Абадский г/суд,not_working,9.0,victim,,2022,,,
Сузакский р/суд,not_working,18.0,victim,,2022,,,
Ноокенский р/суд,not_working,19.0,victim,,2022,,,
Токтогульский р/суд,not_working,24.0,victim,,2022,,,
Базаркоргонский р/суд,not_working,16.0,victim,,2022,,,
Ташкумырский г/суд,not_working,9.0,victim,,2022,,,
Аксыйский р/суд,not_working,3.0,victim,,2022,,,
Майлуусуйский г/суд,not_working,11.0,victim,,2022,,,
Чаткальский р/суд,not_working,1.0,victim,,2022,,,
Кара-Кульский г/суд,not_working,0.0,victim,,2022,,,
Тогу-Тороузский р/суд,not_working,17.0,victim,,2022,,,
Ала-Букинский р/суд,not_working,15.0,victim,,2022,,,
Нарынский г/суд,not_working,27.0,victim,,2022,,,
Кочкорский р/суд,not_working,89.0,victim,,2022,,,
Жумгальский р/суд,not_working,34.0,victim,,2022,,,
Ат-Башинский р/суд,not_working,42.0,victim,,2022,,,
Акталинский р/суд,not_working,23.0,victim,,2022,,,
Нарынский р/суд,not_working,23.0,victim,,2022,,,
Таласский г/суд,not_working,33.0,victim,,2022,,,
Таласский р/суд,not_working,33.0,victim,,2022,,,
Бакай-Атинский р/суд,not_working,32.0,victim,,2022,,,
Айтматовский р/суд,not_working,16.0,victim,,2022,,,
Манасский р/суд,not_working,35.0,victim,,2022,,,
Кадамжайский р/суд,not_working,51.0,victim,,2022,,,
Кызыл-Кийский р/суд,not_working,26.0,victim,,2022,,,
Лейлекский р/суд,not_working,32.0,victim,,2022,,,
Баткенский р/суд,not_working,48.0,victim,,2022,,,
Сулюктинский р/суд,not_working,19.0,victim,,2022,,,
Итого ,not_working,2714.0,victim,,2022,,,
Свердловский р/суд,preschool,0.0,victim,,2022,,,
Аламудунский р/суд,preschool,0.0,victim,,2022,,,
Сокулукский р/суд,preschool,0.0,victim,,2022,,,
Жайылский р/суд,preschool,0.0,victim,,2022,,,
Чуйский р/суд,preschool,0.0,victim,,2022,,,
Московский р/суд,preschool,0.0,victim,,2022,,,
Иссык-Атинский р/суд,preschool,0.0,victim,,2022,,,
Кеминский р/суд,preschool,0.0,victim,,2022,,,
Панфиловский р/суд,preschool,0.0,victim,,2022,,,
Токмокский г/суд,preschool,0.0,victim,,2022,,,
Ак-Сууйский р/суд,preschool,0.0,victim,,2022,,,
Иссык-Кульский р/суд,preschool,0.0,victim,,2022,,,
Жети-Огузский р/суд,preschool,0.0,victim,,2022,,,
Каракольский г/суд,preschool,0.0,victim,,2022,,,
Балыкчинский г/суд,preschool,0.0,victim,,2022,,,
Тонский р/суд,preschool,0.0,victim,,2022,,,
Тюпский р/суд,preschool,0.0,victim,,2022,,,
Ошский г/суд,preschool,0.0,victim,,2022,,,
Кара-Сууйский р/суд,preschool,0.0,victim,,2022,,,
Узгенский р/суд,preschool,0.0,victim,,2022,,,
Ноокатский р/суд,preschool,1.0,victim,,2022,,,
Араванский р/суд,preschool,0.0,victim,,2022,,,
Алайский р/суд,preschool,0.0,victim,,2022,,,
Чон-Алайский р/суд,preschool,0.0,victim,,2022,,,
Жалал-Абадский г/суд,preschool,0.0,victim,,2022,,,
Сузакский р/суд,preschool,0.0,victim,,2022,,,
Ноокенский р/суд,preschool,0.0,victim,,2022,,,
Токтогульский р/суд,preschool,0.0,victim,,2022,,,
Базаркоргонский р/суд,preschool,0.0,victim,,2022,,,
Ташкумырский г/суд,preschool,0.0,victim,,2022,,,
Аксыйский р/суд,preschool,0.0,victim,,2022,,,
Майлуусуйский г/суд,preschool,0.0,victim,,2022,,,
Чаткальский р/суд,preschool,0.0,victim,,2022,,,
Кара-Кульский г/суд,preschool,0.0,victim,,2022,,,
Тогу-Тороузский р/суд,preschool,0.0,victim,,2022,,,
Ала-Букинский р/суд,preschool,0.0,victim,,2022,,,
Нарынский г/суд,preschool,0.0,victim,,2022,,,
Кочкорский р/суд,preschool,0.0,victim,,2022,,,
Жумгальский р/суд,preschool,0.0,victim,,2022,,,
Ат-Башинский р/суд,preschool,1.0,victim,,2022,,,
Акталинский р/суд,preschool,0.0,victim,,2022,,,
Нарынский р/суд,preschool,0.0,victim,,2022,,,
Таласский г/суд,preschool,1.0,victim,,2022,,,
Таласский р/суд,preschool,0.0,victim,,2022,,,
Бакай-Атинский р/суд,preschool,0.0,victim,,2022,,,
Айтматовский р/суд,preschool,0.0,victim,,2022,,,
Манасский р/суд,preschool,0.0,victim,,2022,,,
Кадамжайский р/суд,preschool,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,preschool,0.0,victim,,2022,,,
Лейлекский р/суд,preschool,0.0,victim,,2022,,,
Баткенский р/суд,preschool,0.0,victim,,2022,,,
Сулюктинский р/суд,preschool,0.0,victim,,2022,,,
Итого ,preschool,3.0,victim,,2022,,,
Свердловский р/суд,other_job,54.0,victim,,2022,,,
Аламудунский р/суд,other_job,0.0,victim,,2022,,,
Сокулукский р/суд,other_job,16.0,victim,,2022,,,
Жайылский р/суд,other_job,14.0,victim,,2022,,,
Чуйский р/суд,other_job,0.0,victim,,2022,,,
Московский р/суд,other_job,0.0,victim,,2022,,,
Иссык-Атинский р/суд,other_job,30.0,victim,,2022,,,
Кеминский р/суд,other_job,0.0,victim,,2022,,,
Панфиловский р/суд,other_job,1.0,victim,,2022,,,
Токмокский г/суд,other_job,3.0,victim,,2022,,,
Ак-Сууйский р/суд,other_job,0.0,victim,,2022,,,
Иссык-Кульский р/суд,other_job,5.0,victim,,2022,,,
Жети-Огузский р/суд,other_job,0.0,victim,,2022,,,
Каракольский г/суд,other_job,0.0,victim,,2022,,,
Балыкчинский г/суд,other_job,0.0,victim,,2022,,,
Тонский р/суд,other_job,0.0,victim,,2022,,,
Тюпский р/суд,other_job,0.0,victim,,2022,,,
Ошский г/суд,other_job,26.0,victim,,2022,,,
Кара-Сууйский р/суд,other_job,15.0,victim,,2022,,,
Узгенский р/суд,other_job,13.0,victim,,2022,,,
Ноокатский р/суд,other_job,0.0,victim,,2022,,,
Араванский р/суд,other_job,0.0,victim,,2022,,,
Алайский р/суд,other_job,0.0,victim,,2022,,,
Чон-Алайский р/суд,other_job,3.0,victim,,2022,,,
Жалал-Абадский г/суд,other_job,7.0,victim,,2022,,,
Сузакский р/суд,other_job,0.0,victim,,2022,,,
Ноокенский р/суд,other_job,0.0,victim,,2022,,,
Токтогульский р/суд,other_job,0.0,victim,,2022,,,
Базаркоргонский р/суд,other_job,3.0,victim,,2022,,,
Ташкумырский г/суд,other_job,0.0,victim,,2022,,,
Аксыйский р/суд,other_job,0.0,victim,,2022,,,
Майлуусуйский г/суд,other_job,0.0,victim,,2022,,,
Чаткальский р/суд,other_job,0.0,victim,,2022,,,
Кара-Кульский г/суд,other_job,21.0,victim,,2022,,,
Тогу-Тороузский р/суд,other_job,3.0,victim,,2022,,,
Ала-Букинский р/суд,other_job,0.0,victim,,2022,,,
Нарынский г/суд,other_job,21.0,victim,,2022,,,
Кочкорский р/суд,other_job,3.0,victim,,2022,,,
Жумгальский р/суд,other_job,0.0,victim,,2022,,,
Ат-Башинский р/суд,other_job,4.0,victim,,2022,,,
Акталинский р/суд,other_job,5.0,victim,,2022,,,
Нарынский р/суд,other_job,3.0,victim,,2022,,,
Таласский г/суд,other_job,14.0,victim,,2022,,,
Таласский р/суд,other_job,0.0,victim,,2022,,,
Бакай-Атинский р/суд,other_job,0.0,victim,,2022,,,
Айтматовский р/суд,other_job,11.0,victim,,2022,,,
Манасский р/суд,other_job,0.0,victim,,2022,,,
Кадамжайский р/суд,other_job,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,other_job,2.0,victim,,2022,,,
Лейлекский р/суд,other_job,0.0,victim,,2022,,,
Баткенский р/суд,other_job,0.0,victim,,2022,,,
Сулюктинский р/суд,other_job,2.0,victim,,2022,,,
Итого ,other_job,520.0,victim,,2022,,,
Свердловский р/суд,husband,6.0,victim,,2022,,,
Аламудунский р/суд,husband,1.0,victim,,2022,,,
Сокулукский р/суд,husband,0.0,victim,,2022,,,
Жайылский р/суд,husband,0.0,victim,,2022,,,
Чуйский р/суд,husband,0.0,victim,,2022,,,
Московский р/суд,husband,0.0,victim,,2022,,,
Иссык-Атинский р/суд,husband,0.0,victim,,2022,,,
Кеминский р/суд,husband,0.0,victim,,2022,,,
Панфиловский р/суд,husband,0.0,victim,,2022,,,
Токмокский г/суд,husband,0.0,victim,,2022,,,
Ак-Сууйский р/суд,husband,0.0,victim,,2022,,,
Иссык-Кульский р/суд,husband,0.0,victim,,2022,,,
Жети-Огузский р/суд,husband,0.0,victim,,2022,,,
Каракольский г/суд,husband,5.0,victim,,2022,,,
Балыкчинский г/суд,husband,0.0,victim,,2022,,,
Тонский р/суд,husband,0.0,victim,,2022,,,
Тюпский р/суд,husband,0.0,victim,,2022,,,
Ошский г/суд,husband,3.0,victim,,2022,,,
Кара-Сууйский р/суд,husband,0.0,victim,,2022,,,
Узгенский р/суд,husband,0.0,victim,,2022,,,
Ноокатский р/суд,husband,2.0,victim,,2022,,,
Араванский р/суд,husband,0.0,victim,,2022,,,
Алайский р/суд,husband,0.0,victim,,2022,,,
Чон-Алайский р/суд,husband,0.0,victim,,2022,,,
Жалал-Абадский г/суд,husband,0.0,victim,,2022,,,
Сузакский р/суд,husband,0.0,victim,,2022,,,
Ноокенский р/суд,husband,0.0,victim,,2022,,,
Токтогульский р/суд,husband,0.0,victim,,2022,,,
Базаркоргонский р/суд,husband,0.0,victim,,2022,,,
Ташкумырский г/суд,husband,0.0,victim,,2022,,,
Аксыйский р/суд,husband,0.0,victim,,2022,,,
Майлуусуйский г/суд,husband,0.0,victim,,2022,,,
Чаткальский р/суд,husband,1.0,victim,,2022,,,
Кара-Кульский г/суд,husband,1.0,victim,,2022,,,
Тогу-Тороузский р/суд,husband,0.0,victim,,2022,,,
Ала-Букинский р/суд,husband,4.0,victim,,2022,,,
Нарынский г/суд,husband,0.0,victim,,2022,,,
Кочкорский р/суд,husband,0.0,victim,,2022,,,
Жумгальский р/суд,husband,0.0,victim,,2022,,,
Ат-Башинский р/суд,husband,0.0,victim,,2022,,,
Акталинский р/суд,husband,0.0,victim,,2022,,,
Нарынский р/суд,husband,0.0,victim,,2022,,,
Таласский г/суд,husband,0.0,victim,,2022,,,
Таласский р/суд,husband,0.0,victim,,2022,,,
Бакай-Атинский р/суд,husband,0.0,victim,,2022,,,
Айтматовский р/суд,husband,0.0,victim,,2022,,,
Манасский р/суд,husband,1.0,victim,,2022,,,
Кадамжайский р/суд,husband,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,husband,0.0,victim,,2022,,,
Лейлекский р/суд,husband,1.0,victim,,2022,,,
Баткенский р/суд,husband,0.0,victim,,2022,,,
Сулюктинский р/суд,husband,1.0,victim,,2022,,,
Итого ,husband,38.0,victim,,2022,,,
Свердловский р/суд,wife,291.0,victim,,2022,,,
Аламудунский р/суд,wife,40.0,victim,,2022,,,
Сокулукский р/суд,wife,67.0,victim,,2022,,,
Жайылский р/суд,wife,46.0,victim,,2022,,,
Чуйский р/суд,wife,24.0,victim,,2022,,,
Московский р/суд,wife,49.0,victim,,2022,,,
Иссык-Атинский р/суд,wife,102.0,victim,,2022,,,
Кеминский р/суд,wife,42.0,victim,,2022,,,
Панфиловский р/суд,wife,37.0,victim,,2022,,,
Токмокский г/суд,wife,23.0,victim,,2022,,,
Ак-Сууйский р/суд,wife,20.0,victim,,2022,,,
Иссык-Кульский р/суд,wife,89.0,victim,,2022,,,
Жети-Огузский р/суд,wife,58.0,victim,,2022,,,
Каракольский г/суд,wife,52.0,victim,,2022,,,
Балыкчинский г/суд,wife,59.0,victim,,2022,,,
Тонский р/суд,wife,33.0,victim,,2022,,,
Тюпский р/суд,wife,61.0,victim,,2022,,,
Ошский г/суд,wife,99.0,victim,,2022,,,
Кара-Сууйский р/суд,wife,50.0,victim,,2022,,,
Узгенский р/суд,wife,11.0,victim,,2022,,,
Ноокатский р/суд,wife,33.0,victim,,2022,,,
Араванский р/суд,wife,1.0,victim,,2022,,,
Алайский р/суд,wife,5.0,victim,,2022,,,
Чон-Алайский р/суд,wife,7.0,victim,,2022,,,
Жалал-Абадский г/суд,wife,15.0,victim,,2022,,,
Сузакский р/суд,wife,20.0,victim,,2022,,,
Ноокенский р/суд,wife,11.0,victim,,2022,,,
Токтогульский р/суд,wife,23.0,victim,,2022,,,
Базаркоргонский р/суд,wife,19.0,victim,,2022,,,
Ташкумырский г/суд,wife,9.0,victim,,2022,,,
Аксыйский р/суд,wife,3.0,victim,,2022,,,
Майлуусуйский г/суд,wife,13.0,victim,,2022,,,
Чаткальский р/суд,wife,1.0,victim,,2022,,,
Кара-Кульский г/суд,wife,17.0,victim,,2022,,,
Тогу-Тороузский р/суд,wife,21.0,victim,,2022,,,
Ала-Букинский р/суд,wife,10.0,victim,,2022,,,
Нарынский г/суд,wife,55.0,victim,,2022,,,
Кочкорский р/суд,wife,66.0,victim,,2022,,,
Жумгальский р/суд,wife,40.0,victim,,2022,,,
Ат-Башинский р/суд,wife,40.0,victim,,2022,,,
Акталинский р/суд,wife,21.0,victim,,2022,,,
Нарынский р/суд,wife,27.0,victim,,2022,,,
Таласский г/суд,wife,40.0,victim,,2022,,,
Таласский р/суд,wife,25.0,victim,,2022,,,
Бакай-Атинский р/суд,wife,31.0,victim,,2022,,,
Айтматовский р/суд,wife,37.0,victim,,2022,,,
Манасский р/суд,wife,23.0,victim,,2022,,,
Кадамжайский р/суд,wife,50.0,victim,,2022,,,
Кызыл-Кийский р/суд,wife,28.0,victim,,2022,,,
Лейлекский р/суд,wife,34.0,victim,,2022,,,
Баткенский р/суд,wife,48.0,victim,,2022,,,
Сулюктинский р/суд,wife,18.0,victim,,2022,,,
Итого ,wife,3229.0,victim,,2022,,,
Свердловский р/суд,father,2.0,victim,,2022,,,
Аламудунский р/суд,father,1.0,victim,,2022,,,
Сокулукский р/суд,father,0.0,victim,,2022,,,
Жайылский р/суд,father,1.0,victim,,2022,,,
Чуйский р/суд,father,4.0,victim,,2022,,,
Московский р/суд,father,1.0,victim,,2022,,,
Иссык-Атинский р/суд,father,0.0,victim,,2022,,,
Кеминский р/суд,father,3.0,victim,,2022,,,
Панфиловский р/суд,father,2.0,victim,,2022,,,
Токмокский г/суд,father,0.0,victim,,2022,,,
Ак-Сууйский р/суд,father,1.0,victim,,2022,,,
Иссык-Кульский р/суд,father,1.0,victim,,2022,,,
Жети-Огузский р/суд,father,5.0,victim,,2022,,,
Каракольский г/суд,father,2.0,victim,,2022,,,
Балыкчинский г/суд,father,0.0,victim,,2022,,,
Тонский р/суд,father,0.0,victim,,2022,,,
Тюпский р/суд,father,6.0,victim,,2022,,,
Ошский г/суд,father,0.0,victim,,2022,,,
Кара-Сууйский р/суд,father,0.0,victim,,2022,,,
Узгенский р/суд,father,0.0,victim,,2022,,,
Ноокатский р/суд,father,0.0,victim,,2022,,,
Араванский р/суд,father,0.0,victim,,2022,,,
Алайский р/суд,father,0.0,victim,,2022,,,
Чон-Алайский р/суд,father,0.0,victim,,2022,,,
Жалал-Абадский г/суд,father,0.0,victim,,2022,,,
Сузакский р/суд,father,0.0,victim,,2022,,,
Ноокенский р/суд,father,1.0,victim,,2022,,,
Токтогульский р/суд,father,0.0,victim,,2022,,,
Базаркоргонский р/суд,father,0.0,victim,,2022,,,
Ташкумырский г/суд,father,0.0,victim,,2022,,,
Аксыйский р/суд,father,0.0,victim,,2022,,,
Майлуусуйский г/суд,father,0.0,victim,,2022,,,
Чаткальский р/суд,father,0.0,victim,,2022,,,
Кара-Кульский г/суд,father,0.0,victim,,2022,,,
Тогу-Тороузский р/суд,father,0.0,victim,,2022,,,
Ала-Букинский р/суд,father,0.0,victim,,2022,,,
Нарынский г/суд,father,2.0,victim,,2022,,,
Кочкорский р/суд,father,1.0,victim,,2022,,,
Жумгальский р/суд,father,1.0,victim,,2022,,,
Ат-Башинский р/суд,father,4.0,victim,,2022,,,
Акталинский р/суд,father,1.0,victim,,2022,,,
Нарынский р/суд,father,0.0,victim,,2022,,,
Таласский г/суд,father,1.0,victim,,2022,,,
Таласский р/суд,father,1.0,victim,,2022,,,
Бакай-Атинский р/суд,father,2.0,victim,,2022,,,
Айтматовский р/суд,father,4.0,victim,,2022,,,
Манасский р/суд,father,2.0,victim,,2022,,,
Кадамжайский р/суд,father,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,father,0.0,victim,,2022,,,
Лейлекский р/суд,father,0.0,victim,,2022,,,
Баткенский р/суд,father,0.0,victim,,2022,,,
Сулюктинский р/суд,father,0.0,victim,,2022,,,
Итого ,father,55.0,victim,,2022,,,
Свердловский р/суд,mother,25.0,victim,,2022,,,
Аламудунский р/суд,mother,1.0,victim,,2022,,,
Сокулукский р/суд,mother,2.0,victim,,2022,,,
Жайылский р/суд,mother,18.0,victim,,2022,,,
Чуйский р/суд,mother,1.0,victim,,2022,,,
Московский р/суд,mother,11.0,victim,,2022,,,
Иссык-Атинский р/суд,mother,3.0,victim,,2022,,,
Кеминский р/суд,mother,2.0,victim,,2022,,,
Панфиловский р/суд,mother,2.0,victim,,2022,,,
Токмокский г/суд,mother,5.0,victim,,2022,,,
Ак-Сууйский р/суд,mother,2.0,victim,,2022,,,
Иссык-Кульский р/суд,mother,8.0,victim,,2022,,,
Жети-Огузский р/суд,mother,11.0,victim,,2022,,,
Каракольский г/суд,mother,2.0,victim,,2022,,,
Балыкчинский г/суд,mother,1.0,victim,,2022,,,
Тонский р/суд,mother,2.0,victim,,2022,,,
Тюпский р/суд,mother,5.0,victim,,2022,,,
Ошский г/суд,mother,4.0,victim,,2022,,,
Кара-Сууйский р/суд,mother,0.0,victim,,2022,,,
Узгенский р/суд,mother,0.0,victim,,2022,,,
Ноокатский р/суд,mother,1.0,victim,,2022,,,
Араванский р/суд,mother,0.0,victim,,2022,,,
Алайский р/суд,mother,1.0,victim,,2022,,,
Чон-Алайский р/суд,mother,0.0,victim,,2022,,,
Жалал-Абадский г/суд,mother,0.0,victim,,2022,,,
Сузакский р/суд,mother,0.0,victim,,2022,,,
Ноокенский р/суд,mother,1.0,victim,,2022,,,
Токтогульский р/суд,mother,0.0,victim,,2022,,,
Базаркоргонский р/суд,mother,0.0,victim,,2022,,,
Ташкумырский г/суд,mother,0.0,victim,,2022,,,
Аксыйский р/суд,mother,0.0,victim,,2022,,,
Майлуусуйский г/суд,mother,0.0,victim,,2022,,,
Чаткальский р/суд,mother,0.0,victim,,2022,,,
Кара-Кульский г/суд,mother,1.0,victim,,2022,,,
Тогу-Тороузский р/суд,mother,0.0,victim,,2022,,,
Ала-Букинский р/суд,mother,0.0,victim,,2022,,,
Нарынский г/суд,mother,0.0,victim,,2022,,,
Кочкорский р/суд,mother,12.0,victim,,2022,,,
Жумгальский р/суд,mother,6.0,victim,,2022,,,
Ат-Башинский р/суд,mother,4.0,victim,,2022,,,
Акталинский р/суд,mother,4.0,victim,,2022,,,
Нарынский р/суд,mother,3.0,victim,,2022,,,
Таласский г/суд,mother,3.0,victim,,2022,,,
Таласский р/суд,mother,3.0,victim,,2022,,,
Бакай-Атинский р/суд,mother,3.0,victim,,2022,,,
Айтматовский р/суд,mother,2.0,victim,,2022,,,
Манасский р/суд,mother,6.0,victim,,2022,,,
Кадамжайский р/суд,mother,0.0,victim,,2022,,,
Кызыл-Кийский р/суд,mother,0.0,victim,,2022,,,
Лейлекский р/суд,mother,1.0,victim,,2022,,,
Баткенский р/суд,mother,0.0,victim,,2022,,,
Сулюктинский р/суд,mother,2.0,victim,,2022,,,
Итого ,mother,171.0,victim,,2022,,,
Свердловский р/суд,son,3.0,victim,,2022,,,
Аламудунский р/суд,son,0.0,victim,,2022,,,
Сокулукский р/суд,son,0.0,victim,,2022,,,
Жайылский р/суд,son,0.0,victim,,2022,,,
Чуйский р/суд,son,0.0,victim,,2022,,,
Московский р/суд,son,0.0,victim,,2022,,,
Иссык-Атинский р/суд,son,0.0,victim,,2022,,,
Кеминский р/суд,son,2.0,victim,,2022,,,
Панфиловский р/суд,son,0.0,victim,,2022,,,
Токмокский г/суд,son,0.0,victim,,2022,,,
Ак-Сууйский р/суд,son,0.0,victim,,2022,,,
Иссык-Кульский р/суд,son,0.0,victim,,2022,,,
Жети-Огузский р/суд,son,0.0,victim,,2022,,,
Каракольский г/суд,son,4.0,victim,,2022,,,
Балыкчинский г/суд,son,3.0,victim,,2022,,,
Тонский р/суд,son,1.0,victim,,2022,,,
Тюпский р/суд,son,0.0,victim,,2022,,,
Ошский г/суд,son,1.0,victim,,2022,,,
Кара-Сууйский р/суд,son,0.0,victim,,2022,,,
Узгенский р/суд,son,0.0,victim,,2022,,,
Ноокатский р/суд,son,2.0,victim,,2022,,,
Араванский р/суд,son,0.0,victim,,2022,,,
Алайский р/суд,son,0.0,victim,,2022,,,
Чон-Алайский р/суд,son,1.0,victim,,2022,,,
Жалал-Абадский г/суд,son,0.0,victim,,2022,,,
Сузакский р/суд,son,0.0,victim,,2022,,,
Ноокенский р/суд,son,1.0,victim,,2022,,,
Токтогульский р/суд,son,0.0,victim,,2022,,,
Базаркоргонский р/суд,son,2.0,victim,,2022,,,
Ташкумырский г/суд,son,0.0,victim,,2022,,,
Аксыйский р/суд,son,0.0,victim,,2022,,,
Майлуусуйский г/суд,son,0.0,victim,,2022,,,
Чаткальский р/суд,son,0.0,victim,,2022,,,
Кара-Кульский г/суд,son,0.0,victim,,2022,,,
Тогу-Тороузский р/суд,son,0.0,victim,,2022,,,
Ала-Букинский р/суд,son,0.0,victim,,2022,,,
Нарынский г/суд,son,1.0,victim,,2022,,,
Кочкорский р/суд,son,3.0,victim,,2022,,,
Жумгальский р/суд,son,0.0,victim,,2022,,,
Ат-Башинский р/суд,son,1.0,victim,,2022,,,
Акталинский р/суд,son,0.0,victim,,2022,,,
